w_mom_52w_no_cta,w_inst_flow_cta,w_pead_no_cta,cagr,vol,sharpe,mdd,calmar
0.6,0.05,0.35,10.480283929315126,17.032785529930198,0.527235190834457,-32.04133555596486,0.32708636351970366
0.6,0.1,0.3,10.311446336651574,16.292987281375293,0.5408122024819871,-31.038503581831623,0.3322146736058299
0.6,0.15,0.25,10.130459086755138,15.592085798327615,0.553515366602256,-30.035272434799364,0.3372854069742954
0.6,0.2,0.2,9.937397044300123,14.935558171111566,0.5649201019229251,-29.032017300727407,0.342290959025129
0.6,0.25,0.15,9.732338602349099,14.329504861362105,0.5745026560231452,-28.029117788759383,0.347222437598521
0.6,0.3,0.1,9.515365637165818,13.78058687465226,0.5816418204880028,-27.026957702369625,0.35206943163756627
0.6,0.35,0.05,9.286563461503249,13.295882558024164,0.5856372021580472,-26.025924804355615,0.35681972999280626
0.6,0.4,0.0,9.046020776399978,12.882641993496492,0.5857510268630778,-25.026410575961457,0.36145897746474775
0.65,0.0,0.35,10.585662414318442,17.33610697585694,0.5240889680117661,-32.42908428181126,0.32642495613900824
0.65,0.05,0.3,10.420088018263973,16.590810685557106,0.5376523297941811,-31.427863159507574,0.3315557270113569
0.65,0.1,0.25,10.2423363704645,15.883181251831491,0.5504146953845547,-30.42614180604786,0.33662948249418245
0.65,0.15,0.2,10.05248141370718,15.218473888730166,0.5619802272053445,-29.42429376584087,0.34163883400923856
0.65,0.2,0.15,9.850600633775963,14.602551204302882,0.5718590208617328,-28.422697063108227,0.3465751547752214
0.65,0.25,0.1,9.636775014649501,14.041834253241573,0.5794666756425442,-27.421733974755057,0.3514283605668879
0.65,0.3,0.05,9.411088992162986,13.543181681777149,0.5841381425760276,-26.42179079713913,0.35618664398712857
0.65,0.35,-0.0,9.173630406167476,13.113675468175773,0.5851624454783725,-25.42325760692732,0.3608361504258152
0.7,0.0,0.3,10.525906818812892,16.899460265853158,0.5340943838928707,-31.817802208081382,0.33081816116574586
0.7,0.05,0.25,10.351404257524743,16.18582550365807,0.5468614656400618,-30.81763511472123,0.3358922324503737
0.7,0.1,0.2,10.164770296475002,15.513741990296262,0.5585222638029403,-29.817239111451187,0.3409024644596039
0.7,0.15,0.15,9.966081508137448,14.888837671120934,0.5686193707759098,-28.816990616359572,0.34584046754971165
0.7,0.2,0.1,9.755417978029568,14.317291545588972,0.5766047266511791,-27.81727035801328,0.35069645053147136
0.7,0.25,0.05,9.532863258752954,13.805732162934792,0.5818498551144822,-26.81846314402008,0.3554589689781896
0.7,0.3,0.0,9.298504322520063,13.361051502665722,0.5836744451560679,-25.820957623633134,0.3601146192195996
0.75,0.0,0.25,10.45765298595307,16.499383055478763,0.5429083594115723,-31.209725287385847,0.3350767393707172
0.75,0.05,0.2,10.274253730345917,15.82067087709039,0.5546069315588725,-30.210826078940578,0.3400851636264231
0.75,0.1,0.15,10.078771065782476,15.187615551491529,0.5648530565378963,-29.21197101398516,0.3450219453167775
0.75,0.15,0.1,9.871284173203243,14.606154820057663,0.5731340161962075,-28.21353925117411,0.349877556492401
0.75,0.2,0.05,9.65187571571895,14.082681011227061,0.5788582237444755,-27.247367330629523,0.35423149688553607
0.75,0.25,0.0,9.420631791507983,13.623879904394043,0.5813785681532161,-26.367355549281825,0.3572839063781114
0.8,0.0,0.2,10.380921930140396,16.138595257368767,0.5502908889226547,-30.60502742029778,0.3391900875493283
0.8,0.05,0.15,10.188659322553573,15.498162423430712,0.5606251299455817,-29.71400795621483,0.34289077857040035
0.8,0.1,0.1,9.98436341994462,14.90764479969284,0.5691283589021006,-28.85360028856655,0.346035271858292
0.8,0.15,0.05,9.76811598973435,14.373195949178225,0.575245479082686,-27.986608719532747,0.3490282115859529
0.8,0.2,-0.0,9.540002249729529,13.901284237869277,0.5783639922869358,-27.113029753581152,0.35186042786197524
0.85,0.0,0.15,10.295736470972683,15.819785216190107,0.5559959475284816,-30.43485610598724,0.33828766711163366
0.85,0.05,0.1,10.094645713109163,15.221011193095524,0.564656684373757,-29.58081085083536,0.3412565586525865
0.85,0.1,0.05,9.881573880924034,14.676471392783293,0.5710891710009679,-28.720203128276655,0.3440635094671412
0.85,0.15,0.0,9.656605305572775,14.19240982690849,0.5747160211022115,-27.85302914606511,0.3466985675034557
0.9,0.0,0.1,10.202121223820026,15.545535803795394,0.5597826497363592,-30.30242985244499,0.33667667159030995
0.9,0.05,0.05,9.992239364070432,14.99173294563089,0.5664614887997564,-29.448178004520308,0.3393160474151107
0.9,0.1,-0.0,9.770430740441082,14.496430020803045,0.5705149977320371,-28.587381152369908,0.341774249567142
0.95,0.0,0.05,10.100102589801407,15.318240574663191,0.5614288761090633,-30.170560778176934,0.3347668167012343
0.95,0.05,0.0,9.8814685099603,14.812550874895445,0.5658355931229476,-29.316113181621674,0.3370661195343935
1.0,0.0,0.0,9.989708745168024,15.140014429151211,0.5607464104407713,-30.039252625539483,0.3325551693877609
