label,cagr,sharpe,mdd
Baseline (5 base only),11.2216760904974,0.6982703123677013,-29.621210631490634
+ ret_5d,9.315979465076873,0.5733308225084245,-31.055550438337686
+ ret_60d,10.046768528762385,0.6217636249484614,-28.911236280874032
+ vol_60d,9.230095043049724,0.558478407004752,-30.143357208008926
+ log_size,10.136427579567142,0.601285924026157,-29.263265408311856
+ All 4,9.214321478565846,0.5584716023854616,-31.670481429871046
