label,cagr,sharpe,mdd,delta_sharpe
A: ret_60d + log_size,10.941110675369803,0.6744204628401164,-27.218882619089648,-0.02357953715988359
B: vol_60d + log_size,9.715727172605826,0.5773305940031104,-28.82023603735758,-0.12066940599688958
C: ret_60d + vol_60d + log_size,9.837921661361392,0.5905813027496353,-29.86292603444869,-0.10741869725036468
